name,featureType,code,lat,lng
Techus Anghan Lake,Lake,951,54.534444,-123.935278
Teddy Lake,Lake,951,53.006389,-125.865278
Tedideech Lake,Lake,951,58.7825,-131.677778
Teds Lake,Lake,951,49.064722,-114.979167
Teegee Lake,Lake,951,55.7325,-125.491944
Teepee Lake,Lake,951,55.357778,-120.086111
Teepee Lake,Lake,951,53.182222,-123.782778
Tegunlin,Lake,951,52.279167,-123.028333
Teigen Lake,Lake,951,56.743889,-130.174167
Telfer Lake,Lake,951,51.446667,-119.378889
Telhiqox Biny,Lake,951,51.546389,-124.414722
Teltierone Lake,Lake,951,52.960278,-123.013056
Temapho Lake,Lake,951,52.408611,-123.796944
Templeton Lake,Lake,951,50.788611,-116.575
Ten Mile Lake,Lake,951,59.865278,-128.668056
Ten Mile Lake,Lake,951,53.080833,-122.454722
Tenas Lake,Lake,951,52.159167,-125.710556
Tenderfoot Lake,Lake,951,50.425,-117.359167
Tennent Lake,Lake,951,49.547778,-125.641667
Tenquille Lake,Lake,951,50.535278,-122.923056
Tent Lake,Lake,951,55.176111,-120.348611
Tercer Lake,Lake,951,54.060833,-125.396111
Ternan Lake,Lake,951,51.144444,-120.721389
Terrapin Lake,Lake,951,54.491389,-123.210556
Terrarosa Lake,Lake,951,49.778333,-122.476111
Terry Lake,Lake,951,59.965278,-129.049444
Tesla Lake,Lake,951,53.139444,-126.660278
Teslin Lake,Lake,951,59.833333,-132.30
Tetachuck Lake,Lake,951,53.334722,-125.836944
Tetana Lake,Lake,951,55.948611,-126.625278
Tezla Lake,Lake,951,52.861667,-125.580833
Tezzeron Lake,Lake,951,54.706667,-124.463056
Thaddeus Lake,Lake,951,51.9325,-122.691667
Thalia Lake,Lake,951,49.763611,-120.728611
Theda Lake,Lake,951,54.02,-124.68
Thelma Lake,Lake,951,50.061111,-118.849167
Thelwood Lake,Lake,951,49.521389,-125.628056
Theodore Lake,Lake,951,53.789167,-123.301389
Theta Lake,Lake,951,49.388333,-122.929167
Thiemer Lake,Lake,951,50.508889,-126.979444
Thinahtea Lake,Lake,951,59.684167,-120.290278
Third Lake,Lake,951,48.530556,-123.499444
Third Lake,Lake,951,49.086111,-124.32
Third Lake,Lake,951,50.0675,-125.783611
Third Momich Lake,Lake,951,51.319722,-119.308889
Thirsk Lake,Lake,951,49.711944,-120.0925
Thirsty Lake,Lake,951,51.878056,-121.549722
Thirteen Mile Lake,Lake,951,53.026111,-122.313056
Thirty Mile Lake,Lake,951,58.271111,-130.6175
Thletelban Lake,Lake,951,53.579444,-126.211667
Thomas Lake,Lake,951,49.575278,-122.438333
Thomas Lake,Lake,951,53.526389,-124.404722
Thompson Lake,Lake,951,53.268333,-121.335278
Thompson Lake,Lake,951,50.150833,-124.856944
Thompson Lake,Lake,951,54.260556,-123.856944
Thomson Lake,Lake,951,51.83,-120.968889
Thomson Lake,Lake,951,49.044167,-114.190278
Thone Lake,Lake,951,49.457778,-118.801111
Thor Lake,Lake,951,49.839722,-117.704722
Thorne Lake,Lake,951,56.841667,-126.705278
Three Guardsmen Lake,Lake,951,59.611389,-136.450278
Three Island Lake,Lake,951,51.009167,-116.785
Three Isle Lake,Lake,951,50.4525,-127.216111
Three Kettle Lake,Lake,951,58.394167,-129.14
Three Mile Lake,Lake,951,57.867778,-131.125278
Three Mile Lake,Lake,951,51.057778,-121.5625
Three Sisters Lake,Lake,951,49.173611,-117.051667
Three Valley Lake,Lake,951,50.930556,-118.465278
Thulin Lake,Lake,951,49.981944,-124.750278
Thunder Lake,Lake,951,49.020833,-120.938056
Thunderwater Lake,Lake,951,50.655278,-116.579167
Thurston Lake,Lake,951,49.269167,-122.1325
Thutade Lake,Lake,951,56.879167,-126.983333
Thynne Lake,Lake,951,49.673611,-120.773333
Tibbetts Lake,Lake,951,51.340556,-120.456111
Tie Lake,Lake,951,49.412222,-115.319722
Tie Mill Lake,Lake,951,54.326389,-122.5525
Tightfit Lake,Lake,951,59.584167,-122.633056
Tigulhdzin,Lake,951,52.272222,-123.528889
Tilgatgo Lake,Lake,951,52.916111,-125.4475
Till Lake,Lake,951,52.035278,-122.363611
Tilley Lake,Lake,951,50.8875,-118.275556
Tillicum Lake,Lake,951,52.103056,-121.430278
Tiltzarone Lake,Lake,951,52.971944,-122.969722
Timber Lake,Lake,951,50.578889,-120.466389
Timber Lake,Lake,951,54.773056,-126.178611
Timberland Lake,Lake,951,49.04,-123.947778
Timothy Lake,Lake,951,51.853611,-121.264167
Tin Cup Lake,Lake,951,51.358333,-121.182778
Ting Lake,Lake,951,54.272778,-123.226667
Tingle Lake,Lake,951,49.531944,-122.453056
Tingley Lake,Lake,951,52.406944,-122.533889
Tinmilsh Lake,Lake,951,49.976111,-120.622222
Tintlhohtan Lake,Lake,951,51.581389,-120.321944
Tiny Lake,Lake,951,51.194444,-127.380833
Tiny Tim Lake,Lake,951,51.928611,-120.745833
Tipperary Lake,Lake,951,50.658056,-115.372778
Tisdall Lake,Lake,951,52.237222,-121.012778
Tisigar Lake,Lake,951,59.594722,-129.470833
Titetown Lake,Lake,951,53.305556,-123.787778
Tizgay Lake,Lake,951,55.166111,-124.3125
Tlooki Lake,Lake,951,54.676389,-121.536111
Tlools Lake,Lake,951,49.938611,-125.750556
Tlowils Lake,Lake,951,50.259167,-125.998333
Tlutlias Lake,Lake,951,53.403333,-126.245556
Tlutsacho Lake,Lake,951,55.135556,-125.128611
Tobe Lake,Lake,951,51.433056,-120.549444
Tobin Lake,Lake,951,56.333056,-124.180278
Toboggan Lake,Lake,951,54.870556,-127.251111
Toby Lake,Lake,951,51.382222,-121.617778
Tochcha Lake,Lake,951,54.936667,-125.902778
Todagin Lake,Lake,951,57.641111,-129.808056
Todd Lake,Lake,951,50.434444,-120.040833
Todedada Lake,Lake,951,56.48,-129.783889
Tolman Lake,Lake,951,50.309167,-120.7725
Tom Allin Lake,Lake,951,54.042778,-126.231944
Tom Browne Lake,Lake,951,50.618333,-125.758611
Tom Hutch Lake,Lake,951,51.834722,-122.313056
Tom Lake,Lake,951,55.618056,-125.622222
Tom Lake,Lake,951,50.255278,-124.925556
Tom Mackay Lake,Lake,951,56.626111,-130.515833
Tom Peter Lake,Lake,951,50.296389,-120.7575
Tomas Lake,Lake,951,54.542222,-124.943333
Tomias Lake,Lake,951,56.561111,-125.048333
Tommy Archie Lake,Lake,951,51.932222,-120.511667
Tommy Lee Lake,Lake,951,49.740556,-120.678056
Tompson Lake,Lake,951,50.169167,-119.403889
Toms Lake,Lake,951,55.604444,-120.090833
Toneko Lake,Lake,951,53.937222,-121.545833
Tony Lake,Lake,951,49.883611,-124.310278
Toodick Lake,Lake,951,54.714167,-122.819444
Toodoggone Lake,Lake,951,57.406944,-126.93
Tooga Lake,Lake,951,59.150833,-120.683333
Toon Lake,Lake,951,54.511111,-129.861944
Tootsee Lake,Lake,951,59.879444,-130.523333
Top Lake,Lake,951,54.573333,-127.715556
Top Lake,Lake,951,54.223333,-124.818889
Top Lake,Lake,951,53.235,-125.004722
Topaz Lake,Lake,951,50.833889,-116.406944
Tophole Lake,Lake,951,53.016111,-126.713333
Topknot Lake,Lake,951,50.563611,-128.189722
Topowap Lake,Lake,951,50.874444,-118.293611
Toquaht Lake,Lake,951,49.085,-125.353611
Torkelsen Lake,Lake,951,55.092222,-126.693056
Tortoise Lake,Lake,951,51.441667,-120.508611
Totem Lake,Lake,951,49.873611,-116.366389
Totem Pole Lake,Lake,951,53.965833,-125.945
Totunkwa Lake,Lake,951,51.194167,-120.325
Towdystan Lake,Lake,951,52.286944,-125.11
Tower Lake,Lake,951,56.004167,-120.584722
Towgood Lake,Lake,951,50.144722,-119.280278
Townsend Lake,Lake,951,52.836389,-122.935833
Towydkin Lake,Lake,951,51.883611,-123.333889
Toy Lake,Lake,951,49.455556,-125.2825
Toy Lake,Lake,951,49.341667,-119.737778
Tracey Lake,Lake,951,49.393889,-120.578889
Tracy Cooper Lake,Lake,951,49.809167,-117.663611
Trail Lake,Lake,951,59.551111,-122.20
Tranquille Lake,Lake,951,50.935556,-120.57
Trapp Lake,Lake,951,50.465278,-120.27
Trapper Lake,Lake,951,49.053056,-120.44
Trapper Lake,Lake,951,58.46,-132.625278
Trapping Lake,Lake,951,53.586389,-122.591667
Trapping Lake,Lake,951,51.499444,-121.290278
Treadgold Lake,Lake,951,50.1675,-119.816389
"Trees, Lake of The",Lake,951,51.829167,-121.184167
Trematon Lake,Lake,951,49.471389,-124.294444
Tremblay Lake,Lake,951,55.906667,-128.851667
Trembleur Lake,Lake,951,54.83,-125.145833
Treston Lake,Lake,951,54.695278,-128.776111
Tretheway Lake,Lake,951,49.628056,-122.277778
Trevor Lake,Lake,951,51.151389,-127.304167
Triangle Lake,Lake,951,59.993056,-126.654167
Triangle Lake,Lake,951,53.7925,-124.774167
Triangle Lake,Lake,951,51.246944,-127.153611
Triangular Lake,Lake,951,58.6175,-130.881667
Trigger Lake,Lake,951,51.018889,-123.111667
Trimble Lake,Lake,951,57.271667,-123.592778
Trinity Lake,Lake,951,49.87,-116.379444
Trio Lake,Lake,951,52.534722,-121.696389
Triplet Lake,Lake,951,52.291389,-121.403889
Triumph Lake,Lake,951,53.421667,-128.668333
Troitsa Lake,Lake,951,53.566389,-127.276944
Trophy Lake,Lake,951,51.586944,-125.514167
Trout Lake,Lake,951,49.255833,-123.062222
Trout Lake,Lake,951,49.346389,-119.717222
Trout Lake,Lake,951,49.348611,-121.738611
Trout Lake,Lake,951,49.508056,-123.875833
Trout Lake,Lake,951,50.567222,-117.411111
Trout Lake,Lake,951,55.019444,-120.6125
Trout Lake,Lake,951,53.871667,-125.293056
Trout Lake,Lake,951,59.686111,-132.752778
Truda Lake,Lake,951,50.95181,-120.65189
True Triangle Lake,Lake,951,53.798333,-124.748889
"Truite, Lac",Lake,951,50.35,-127.217778
Trurans Lake,Lake,951,51.225556,-121.59
Trygve Lake,Lake,951,56.991389,-127.474444
Tsa Nsi' Lake,Lake,951,54.66515,-124.0324
Tsable Lake,Lake,951,49.533056,-125.110278
Tsacha Lake,Lake,951,53.041667,-124.811667
Tsalitpn Lake,Lake,951,54.127778,-126.887778
Tsargoss Lake,Lake,951,57.6525,-129.447778
Tsayaguigz Lake,Lake,951,53.001111,-125.679167
Tsayakwacha Lake,Lake,951,53.001389,-125.653333
Tsayaz Lake,Lake,951,54.428611,-123.8575
Tsaydaychi Lake,Lake,951,55.418056,-124.741667
Tsayta Lake,Lake,951,55.457222,-125.481667
Tschick Lake,Lake,951,53.183889,-125.618333
Tsebaitlohkeh Lake,Lake,951,54.476389,-123.705833
Tsedeitla Lake,Lake,951,55.345,-123.348889
Tseket Lake,Lake,951,54.572778,-124.827222
Tsemhara Lake,Lake,951,53.496111,-129.873611
Tsenaglode Lake,Lake,951,58.188611,-130.022222
Tsetoyank'ut Lake,Lake,951,54.706667,-124.131667
Tsetzi Lake,Lake,951,52.974444,-125.0075
Tsia Lake,Lake,951,59.931389,-127.640278
Tsichgass Lake,Lake,951,54.039722,-126.440833
Tsiko Lake,Lake,951,50.243611,-126.866389
Tsikwustum Lake,Lake,951,51.427778,-119.250278
Tsilbekuz Lake,Lake,951,52.967778,-125.110556
Tsimtack Lake,Lake,951,53.381944,-129.475833
Tsinhia Lake,Lake,951,59.566111,-123.192778
Tsintsunko Lake,Lake,951,51.053056,-120.499444
Tsitelt Lake,Lake,951,53.115,-125.878333
Tsitika Lake,Lake,951,50.313333,-126.5075
Tsitniz Lake,Lake,951,53.681111,-122.178333
Tsook Lake,Lake,951,54.353333,-130.431389
Tsotin Lake,Lake,951,50.831944,-121.1625
Tsuh Lake,Lake,951,49.750556,-119.941111
Tsuh Lake,Lake,951,51.881111,-123.290833
Tsulh yalhduk Lake,Lake,951,54.608611,-124.125278
Tsulkeh Lake,Lake,951,54.421111,-123.638056
Tsuniah Lake,Lake,951,51.541111,-124.095
Tsuquadra Lake,Lake,951,48.699167,-124.878611
Tsusiat Lake,Lake,951,48.716111,-124.882222
Tŝilhqox Biny,Lake,951,51.326389,-124.093056
Tuaton Lake,Lake,951,57.281111,-128.086944
Tubbs Lake,Lake,951,51.7725,-121.274167
Tucha Lake,Lake,951,56.874722,-125.603889
Tucho Lake,Lake,951,58.310278,-127.775556
Tuck Lake,Lake,951,54.435556,-120.796389
Tuck Lake,Lake,951,48.943333,-124.570278
Tucker Lake,Lake,951,53.071667,-121.621667
Tucker Lake,Lake,951,53.493333,-123.588056
Tudyah Lake,Lake,951,55.083056,-123.039722
Tuffa Lake,Lake,951,57.724444,-131.842222
Tugulnuit Lake,Lake,951,49.198611,-119.540278
Tugwell Lake,Lake,951,48.473333,-123.811944
Tule Lake,Lake,951,49.961667,-120.587222
Tuleric Lake,Lake,951,51.158056,-120.717778
Tulle Lake,Lake,951,54.36,-124.496389
Tullee Lake,Lake,951,50.394167,-120.323056
Tulsequah Lake,Lake,951,58.800833,-133.847222
Tumeka Lake,Lake,951,57.228611,-129.603611
Tumtum Lake,Lake,951,51.875556,-119.119167
Tumuch Lake,Lake,951,53.719444,-121.478611
Tundra Lake,Lake,951,52.805278,-125.34
Tundra Lake,Lake,951,50.154444,-122.27
Tunjony Lake,Lake,951,58.447222,-132.729722
Tunkwa Lake,Lake,951,50.608889,-120.8575
Tunnel Lake,Lake,951,56.111944,-130.01
Tupper Lake,Lake,951,50.435278,-120.879444
Tureen Lake,Lake,951,54.399167,-123.429167
Turff Lake,Lake,951,53.459444,-124.2075
Turnagain Lake,Lake,951,58.278056,-129.168889
Turnbull Lake,Lake,951,49.426944,-125.100278
Turnbull Lake,Lake,951,49.621667,-119.469167
Turner Lake,Lake,951,54.841389,-123.58
Turner Lake,Lake,951,52.223056,-125.773611
Turnip Lake,Lake,951,50.453611,-121.605278
Turquoise Lake,Lake,951,50.83,-121.688611
Turquoise Lake,Lake,951,50.872222,-118.286944
Turtle Lake,Lake,951,49.326944,-124.961111
Turtle Lake,Lake,951,59.834167,-134.221667
Turtle Lake,Lake,951,49.748889,-119.213056
Tutachi Lake,Lake,951,56.920556,-125.769722
Tutizzi Lake,Lake,951,56.311389,-125.665556
Tutshi Lake,Lake,951,59.9425,-134.618056
Tuttidueh Lake,Lake,951,58.303056,-130.068889
Tuwartz Lake,Lake,951,53.377778,-129.571389
Tuwut Lake,Lake,951,51.134722,-120.455833
Tuya Lake,Lake,951,59.0825,-130.575556
Tuzcha Lake,Lake,951,51.269444,-123.691111
Tuzo Lake,Lake,951,49.381111,-119.256389
Twaal Lake,Lake,951,50.574722,-121.406111
Twaddle Lake,Lake,951,49.995556,-126.1425
Twan Lake,Lake,951,52.411111,-122.628056
Twenty Minute Lake,Lake,951,49.063056,-120.819444
Twentyfour Mile Lake,Lake,951,50.513333,-121.060833
Twentysix Mile Lake,Lake,951,53.863611,-124.794444
Twin Bay Lake,Lake,951,54.366111,-123.245556
Twin Island Lake,Lake,951,59.236389,-127.829444
Twin Lake,Lake,951,54.297778,-122.519722
Twin Lake,Lake,951,49.221944,-115.379722
Twin Lake,Lake,951,52.069722,-122.488333
Twin Lake,Lake,951,52.218611,-121.761944
Twin Lake,Lake,951,50.174444,-125.513333
Twin Lake,Lake,951,51.200833,-120.489167
Twin Lakes,Lake,951,50.245,-117.766111
Twin One Lake,Lake,951,50.313611,-122.400833
Twin Peaks Lake,Lake,951,50.4325,-118.256389
Twinkle Lake,Lake,951,53.8075,-127.054722
Twist Lake,Lake,951,51.581944,-125.011111
Two Island Lake,Lake,951,59.486944,-122.300278
Two John Lake,Lake,951,49.776111,-118.891944
Two Lake,Lake,951,52.283056,-123.547222
Two Mile Lake,Lake,951,52.059444,-121.373611
Two Moon Lake,Lake,951,50.774444,-118.440833
Tyaughton Lake,Lake,951,50.945278,-122.7725
Tyee Lake,Lake,951,52.361389,-122.074444
Tyee Lake,Lake,951,54.553056,-123.041944
Tyhee Lake,Lake,951,54.715833,-127.036667
Tyner Lake,Lake,951,50.292222,-120.933611
Tzahny Lake,Lake,951,56.959722,-128.010278
Tzazati Lake,Lake,951,52.490556,-123.56
Tzela Lake,Lake,951,49.5325,-125.418889
Tzenzaicut Lake,Lake,951,52.651389,-122.836111
Tzoonie Lake,Lake,951,49.914167,-123.5725
Ucausley Lake,Lake,951,54.569167,-125.151667
Uchuck Lake,Lake,951,49.0375,-125.106111
Uduk Lake,Lake,951,53.580556,-126.020278
Ukulele Lake,Lake,951,50.627222,-119.6775
Umma Lake,Lake,951,56.182222,-128.725556
Uncha Lake,Lake,951,53.914722,-125.605278
Union Lake,Lake,951,50.018889,-127.289167
Union Lake,Lake,951,54.641667,-130.261389
University Lake,Lake,951,53.719167,-125.750833
Unna Lake,Lake,951,53.056389,-121.161667
Unuk Lake,Lake,951,56.690556,-130.206389
Unwin Lake,Lake,951,50.108056,-124.673611
Upana Lake,Lake,951,49.823333,-126.227222
Upham Lake,Lake,951,52.297778,-121.665556
Upper Arrow Lake,Lake,951,50.509722,-117.929167
Upper Belemnite Lake,Lake,951,51.608333,-124.706944
Upper Belle Lake,Lake,951,57.514167,-127.105833
Upper Blue Lake,Lake,951,54.499167,-121.048889
Upper Buse Lake,Lake,951,50.620833,-120.049722
Upper Campbell Lake,Lake,951,49.920833,-125.656944
Upper Clauminchil Lake,Lake,951,54.196944,-123.325278
Upper Collier Lake,Lake,951,49.515833,-118.903333
Upper Elk Lake,Lake,951,50.5525,-115.108333
Upper Gnat Lake,Lake,951,58.216944,-129.838333
Upper Halgrave Lake,Lake,951,50.733611,-116.280278
Upper Harbour Lake,Lake,951,51.567778,-119.16
Upper Jade Lake,Lake,951,51.070556,-118.075278
Upper Joffre Lake,Lake,951,50.347222,-122.476667
Upper Kakweiken Lake,Lake,951,51.013056,-125.885278
Upper Ketcham Lake,Lake,951,49.776667,-120.563333
Upper Lake,Lake,951,51.77,-121.19
Upper Little Slocan Lake,Lake,951,49.677222,-117.658056
Upper Loon Lake,Lake,951,51.188611,-121.037222
Upper Narrow Lake,Lake,951,53.550556,-121.8325
Upper Quinsam Lake,Lake,951,49.876111,-125.557222
Upper Quintette Lake,Lake,951,54.831111,-120.826944
Upper South Barrière Lake,Lake,951,51.196111,-119.763056
Upper Summit Lake,Lake,951,54.291389,-122.709722
Upper Taseko Lake,Lake,951,51.1875,-123.566667
Upper Thelwood Lake,Lake,951,49.524167,-125.698889
Upper Victoria Lake,Lake,951,52.333333,-131.475
Upper Wiggins Lake,Lake,951,52.307778,-121.80
Uren Lake,Lake,951,51.161944,-120.781389
Urn Lake,Lake,951,54.334167,-123.340833
Ursie Lake,Lake,951,50.793611,-127.858889
Useless Lake,Lake,951,54.055833,-130.044444
Useless Lake,Lake,951,49.996667,-124.362222
Uslika Lake,Lake,951,56.074722,-125.232222
Ussa Lake,Lake,951,52.425278,-121.316111
Ussher Lake,Lake,951,50.508611,-120.294444
Utopia Lake,Lake,951,49.6225,-123.083889
V Lake,Lake,951,59.656111,-133.826944
Vaccinium Lake,Lake,951,50.15,-127.834444
Valentine Lake,Lake,951,51.585556,-121.450556
Valenzuela Lake,Lake,951,51.401111,-121.718889
Valerie Lake,Lake,951,52.521944,-122.335833
Valhalla Lake,Lake,951,49.787778,-117.695833
Valhalla Lake,Lake,951,54.572222,-128.392778
Vallee Lake,Lake,951,54.480556,-126.753889
Vance Lake,Lake,951,53.460556,-124.158333
Vandenbergh Lake,Lake,951,53.286667,-129.633333
Vanishing Lake,Lake,951,57.330556,-131.206667
Vaseux Lake,Lake,951,49.289722,-119.530556
Veasy Lake,Lake,951,50.921389,-121.443056
Vedan Lake,Lake,951,51.540833,-123.8175
Veith Lake,Lake,951,52.361111,-121.670833
Venables Lake,Lake,951,50.566111,-121.345
Ventego Lake,Lake,951,51.444167,-117.729444
Vera Lake,Lake,951,50.369444,-125.473333
Verdant Lake,Lake,951,54.036667,-123.204167
Vern Ritchie Lake,Lake,951,59.6875,-138.060556
Vernon Lake,Lake,951,50.031111,-126.430833
Vert Lake,Lake,951,51.643611,-122.186944
Vesuvianite Lake,Lake,951,50.155833,-121.928056
Vic Lake,Lake,951,51.202778,-123.275556
Vick Lake,Lake,951,51.577222,-123.658056
Victor Lake,Lake,951,49.344167,-120.489167
Victor Lake,Lake,951,50.957778,-118.396389
Victoria Lake,Lake,951,50.368889,-127.386111
Victoria Lake,Lake,951,58.9725,-132.414444
Victoria Lake,Lake,951,51.358333,-116.314167
Vidette Lake,Lake,951,51.154167,-120.894722
View Lake,Lake,951,49.383611,-125.357778
Village Bay Lake,Lake,951,50.183333,-125.196389
Village Lake,Lake,951,49.406667,-126.4775
Vincent Lake,Lake,951,59.594167,-128.894167
Viner Lake,Lake,951,50.7775,-126.331667
Vines Lake,Lake,951,59.204722,-129.738333
Vinson Lake,Lake,951,49.804444,-120.433889
Viola Lake,Lake,951,50.876111,-127.088611
Violin Lake,Lake,951,49.035833,-117.714444
Virginia Lake,Lake,951,56.517222,-130.533056
Vista Lake,Lake,951,52.198889,-125.789167
Vivian Lake,Lake,951,54.026111,-123.21
Vivian Lake,Lake,951,53.598889,-124.416389
Volcano Lake,Lake,951,49.778611,-125.904722
Waby Lake,Lake,951,50.625278,-119.192222
Wade Lake,Lake,951,58.192778,-128.901667
Wade Lake,Lake,951,58.575,-132.484444
Wadley Lake,Lake,951,50.902778,-120.786389
Wahla Lake,Lake,951,53.186389,-126.60
Wahleach Lake,Lake,951,49.228889,-121.611667
Waitabit Lake,Lake,951,51.684444,-116.913611
Wake Lake,Lake,951,48.769167,-123.803333
Waldie Lake,Lake,951,49.117222,-117.062778
Walker Lake,Lake,951,49.908333,-120.186389
Walker Lake,Lake,951,52.255278,-127.873333
Walker Lake,Lake,951,50.552778,-120.236111
Walkus Lake,Lake,951,51.646944,-126.616944
Wall Lake,Lake,951,49.014444,-114.092222
Wallace Lake,Lake,951,49.515,-119.068611
Wallace Lake,Lake,951,52.748056,-128.393056
Wallender Lake,Lake,951,50.631667,-120.442222
Wallensteen Lake,Lake,951,50.6475,-119.466111
Walloper Lake,Lake,951,50.4825,-120.535
Walmith Lake,Lake,951,51.987778,-121.5775
Walroy Lake,Lake,951,49.9425,-119.440278
Walt Lake,Lake,951,49.925278,-124.138056
Walters Lake,Lake,951,52.227222,-121.424444
Walton Lake,Lake,951,50.203333,-117.2075
Wan Lake,Lake,951,55.128056,-126.965
Wanetta Lake,Lake,951,49.100278,-125.644167
Wansa Lake,Lake,951,53.761944,-122.117222
Wap Lake,Lake,951,50.860556,-118.551389
Wapiti Lake,Lake,951,49.384444,-115.367222
Wapiti Lake,Lake,951,54.568333,-120.779167
Wapoose Lake,Lake,951,56.193611,-122.005278
Wapoose Lake,Lake,951,53.840833,-125.409444
Wapta Lake,Lake,951,51.439722,-116.350556
Wapumun Lake,Lake,951,53.994167,-120.170556
War Lake,Lake,951,54.853611,-123.285556
Ward Lake,Lake,951,49.295556,-124.970556
Wards Lake,Lake,951,49.041667,-118.476667
Ware Lake,Lake,951,50.574722,-120.833611
Warhorse Lake,Lake,951,54.939444,-123.115833
Warin Lake,Lake,951,53.845556,-125.871944
Warm Lake,Lake,951,50.365556,-126.635278
Warner Lake,Lake,951,54.393333,-120.706667
Warner Lake,Lake,951,51.0475,-123.161667
Warner Lake,Lake,951,49.586111,-122.758611
Warren Lake,Lake,951,50.779722,-119.9825
Warttig Lake,Lake,951,52.553889,-120.580833
Wasa Lake,Lake,951,49.778889,-115.736111
Washwash Lake,Lake,951,51.906667,-126.451389
Wasi Lake,Lake,951,56.070833,-125.079444
Wasley Lake,Lake,951,50.051111,-120.178056
Wasp Lake,Lake,951,55.494722,-120.948611
Wasp Lake,Lake,951,53.923056,-126.286111
Wasp Lake,Lake,951,51.385833,-123.555833
Wassie Lake,Lake,951,55.715833,-124.674444
Watam Lake,Lake,951,51.462778,-118.573333
Watch Lake,Lake,951,51.461389,-121.105
Water Dog Lake,Lake,951,49.132222,-119.508333
Waterfall Lake,Lake,951,53.053889,-129.068611
Waterlily Lake,Lake,951,49.773611,-119.20
Waterlily Lake,Lake,951,54.096944,-123.863056
Waterlily Lake,Lake,951,51.823333,-124.718333
Watkins Lake,Lake,951,49.410833,-120.583889
Watson Lake,Lake,951,54.435556,-126.260278
Watson Lake,Lake,951,51.706944,-121.343056
Watt Lake,Lake,951,53.764167,-132.071111
Waugh Lake,Lake,951,49.743611,-123.943889
Wavey Lake,Lake,951,51.540556,-120.585833
Wawa Lake,Lake,951,52.396389,-125.295278
Wawn Lake,Lake,951,52.356389,-121.333611
Wayne Lake,Lake,951,49.511944,-120.488056
Weare Lake,Lake,951,53.576944,-129.488333
Weaver Lake,Lake,951,49.352222,-121.877222
Webber Lake,Lake,951,54.109167,-123.684444
Webber Lake,Lake,951,49.936944,-119.768611
Webberly Lake,Lake,951,55.140833,-124.279722
Webster Lake,Lake,951,52.716667,-122.623889
Webster Lake,Lake,951,52.247778,-127.9625
Weddell Lake,Lake,951,49.796111,-119.180278
Wedge Lake,Lake,951,54.267778,-123.179722
Wedgemount Lake,Lake,951,50.159444,-122.815278
Wedgwood Lake,Lake,951,50.905556,-115.699722
Wee Sandy Lake,Lake,951,49.982222,-117.564167
Weedon Lake,Lake,951,54.655278,-123.055833
Weeks Lake,Lake,951,48.585,-123.856667
Weissener Lake,Lake,951,57.738611,-125.767222
Welch Lake,Lake,951,53.842222,-124.419444
Welcome Lake,Lake,951,50.197222,-125.606389
Weldon Lake,Lake,951,53.088889,-121.487778
Weller Lake,Lake,951,51.945833,-120.749444
Wells Lake,Lake,951,49.370833,-120.886944
Wendle Lake,Lake,951,53.538056,-121.767222
Wendle Lake,Lake,951,53.117222,-121.499167
Wendy Lake,Lake,951,57.493333,-121.155556
Wentworth Lake,Lake,951,50.986667,-120.458056
Wes Lake,Lake,951,54.461944,-124.933056
West King Lake,Lake,951,51.558333,-120.626667
West Lake,Lake,951,49.730278,-124.091944
West Lake,Lake,951,49.988333,-119.817222
West Lake,Lake,951,59.893611,-126.518056
West Lake,Lake,951,51.990556,-122.477222
West Lake,Lake,951,54.317222,-128.650556
West Twin Lake,Lake,951,51.464722,-120.633889
Western Lake,Lake,951,52.663056,-128.105556
Westman Lake,Lake,951,53.859722,-125.844167
Westmere Lake,Lake,951,49.743333,-120.198889
"Weston, Lake",Lake,951,48.784722,-123.424444
Westpass Lake,Lake,951,53.242222,-121.634444
Westwood Lake,Lake,951,49.161944,-124.003333
Wetask Lake,Lake,951,50.970833,-118.331389
Whale Lake,Lake,951,51.909167,-120.572778
Whalen Lake,Lake,951,53.211389,-128.915
Whary Lake,Lake,951,50.775,-116.396389
Whatshan Lake,Lake,951,49.95,-118.116667
Wheatley Lake,Lake,951,52.240833,-121.73
Wheaton Lake,Lake,951,49.693056,-125.633611
Wheeler Lake,Lake,951,49.766667,-117.024167
Wheeler Lake,Lake,951,59.6925,-129.164167
Whiffle Lake,Lake,951,52.463056,-121.223333
Whirlpool Lake,Lake,951,50.656667,-116.595278
Whiskey Lake,Lake,951,49.853889,-122.278889
Whiskey Lake,Lake,951,51.049722,-116.772222
Whisky Lake,Lake,951,49.093333,-123.973889
Whisky Lake,Lake,951,50.135556,-122.376389
Whisper Lake,Lake,951,54.831389,-123.270278
Whispering Pine Lake,Lake,951,56.5825,-120.976389
White Boar Lake,Lake,951,49.530278,-116.359722
White Eye Lake,Lake,951,53.5325,-125.720833
White Lake,Lake,951,50.539167,-120.076111
White Lake,Lake,951,49.308333,-119.634167
White Lake,Lake,951,52.204444,-122.341944
White Lake,Lake,951,50.881667,-119.266389
White Lake,Lake,951,51.396667,-121.877222
Whitecloud Lake,Lake,951,49.331944,-120.996667
Whitefish Lake,Lake,951,54.577778,-124.953611
Whitehead Lake,Lake,951,49.789444,-120.180556
Whitehorse Lake,Lake,951,51.834444,-121.401111
